Company,Location,Date,Time,Rocket,Mission,RocketStatus,Price,MissionStatus
Kosmotras,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",2008-08-29,07:15:00,Dnepr,RapidEye 1 to 5,Retired,29.0,Success
SpaceX,"Omelek Island, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA",2008-09-28,23:15:00,Falcon 1,RatSat,Retired,7.0,Success
Kosmotras,"Site 370/13, Yasny Cosmodrome, Russia",2008-10-01,06:37:00,Dnepr,THEOS 1,Retired,29.0,Success
Northrop,"Stargazer, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA",2008-10-19,17:47:00,Pegasus XL,IBEX,Active,40.0,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",2008-10-22,00:52:00,PSLV-XL,Chandrayaan-1,Active,31.0,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China",2008-10-25,01:15:00,Long March 4B,Shijian-6E & F,Active,64.68,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",2008-10-29,16:53:00,Long March 3B/E,VENESAT 1,Active,29.15,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2008-11-05,00:15:00,Long March 2D,Shiyan-3 & Chuangxin-1(02),Active,29.75,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",2008-11-15,00:55:00,Space Shuttle Endeavour,STS-126,Retired,450.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2008-12-20,22:35:00,Ariane 5 ECA,Hot Bird 9 & Eutelsat W2M,Active,200.0,Success
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",2009-01-18,02:47:00,Delta IV Heavy,NROL-26,Active,350.0,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",2009-01-23,03:54:00,H-IIA 202,"Ibuki, Maido 1 & Others",Active,90.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2009-02-12,22:09:00,Ariane 5 ECA,"Hot Bird 10, NSS-9, Spirale-A & B",Active,200.0,Success
Northrop,"SLC-576E, Vandenberg AFB, California, USA",2009-02-24,09:55:00,Minotaur C (Taurus),Orbiting Carbon Observatory,Active,45.0,Failure
NASA,"LC-39A, Kennedy Space Center, Florida, USA",2009-03-15,23:43:00,Space Shuttle Discovery,STS-119,Retired,450.0,Success
Eurockot,"Site 133/3, Plesetsk Cosmodrome, Russia",2009-03-17,14:21:00,Rokot/Briz KM,GOCE,Retired,41.8,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2009-04-04,00:31:00,Atlas V 421,WGS-2,Active,123.0,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",2009-04-20,01:15:00,PSLV-CA,RISAT-2 & ANUSAT,Active,21.0,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",2009-05-11,18:01:00,Space Shuttle Atlantis,STS-125,Retired,450.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2009-05-14,13:12:00,Ariane 5 ECA,Herschel Space Observatory & Planck,Active,200.0,Success
Northrop,"LP-0B, Wallops Flight Facility, Virginia, USA",2009-05-19,23:55:00,Minotaur I,TacSat-3 / PharmaSat / AeroCube 3 / HawkSat I / CP6,Active,40.0,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2009-06-18,17:32:00,Atlas V 421,LRO/LCROSS,Active,123.0,Success
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",2009-06-27,22:51:00,"Delta IV Medium+ (4,2)",GOES-O,Retired,164.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2009-07-01,19:52:00,Ariane 5 ECA,TerreStar-1,Active,200.0,Success
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",2009-07-06,01:26:00,Rokot/Briz KM,Cosmos 2451 to 2453,Retired,41.8,Success
SpaceX,"Omelek Island, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA",2009-07-14,03:35:00,Falcon 1,RazakSat,Retired,7.0,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",2009-07-15,22:03:00,Space Shuttle Endeavour,STS-127,Retired,450.0,Success
Kosmotras,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",2009-07-29,18:46:00,Dnepr,DubaiSat 1 & Others,Retired,29.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2009-08-21,22:09:00,Ariane 5 ECA,JCSAT-12 & Optus D3,Active,200.0,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",2009-08-28,03:59:00,Space Shuttle Discovery,STS-128,Retired,450.0,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2009-09-08,21:35:00,Atlas V 401,PAN,Active,109.0,Success
MHI,"LA-Y2, Tanegashima Space Center, Japan",2009-09-10,17:01:00,H-IIB,HTV-1,Retired,112.5,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2009-09-23,06:21:00,PSLV-CA,Oceansat-2 & Rideshares,Active,21.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2009-10-01,21:59:00,Ariane 5 ECA,Amazonas 2 & COMSATBw-1,Active,200.0,Success
ULA,"SLC-3E, Vandenberg AFB, California, USA",2009-10-18,16:12:00,Atlas V 401,DMSP-5D3-F18,Active,109.0,Success
NASA,"LC-39B, Kennedy Space Center, Florida, USA",2009-10-28,15:30:00,Ares 1-X,Ares 1-X Test Flight,Retired,450.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2009-10-29,20:00:00,Ariane 5 ECA,NSS-12 & Thor-6,Active,200.0,Success
Eurockot,"Site 133/3, Plesetsk Cosmodrome, Russia",2009-11-02,01:50:00,Rokot/Briz KM,SMOS and Proba-2,Retired,41.8,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",2009-11-16,19:28:00,Space Shuttle Atlantis,STS-129,Retired,450.0,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2009-11-23,06:55:00,Atlas V 431,Intersat 14,Retired,130.0,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",2009-11-28,01:21:00,H-IIA 202,IGS-Optical 3,Active,90.0,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",2010-02-08,09:14:00,Space Shuttle Endeavour,STS-130,Retired,450.0,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2010-02-11,15:23:00,Atlas V 401,SDO,Active,109.0,Success
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",2010-03-04,23:57:00,"Delta IV Medium+ (4,2)",GOES 15,Retired,164.0,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",2010-04-05,10:21:00,Space Shuttle Discovery,STS-131,Retired,450.0,Success
Kosmotras,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",2010-04-08,13:57:00,Dnepr,CryoSat-2,Retired,29.0,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",2010-04-15,10:57:00,GSLV Mk II,GSAT-4,Active,47.0,Failure
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2010-04-22,23:52:00,Atlas V 501,OTV-1,Retired,120.0,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",2010-05-10,21:58:00,H-IIA 202,"Akatsuki, IKAROS & Others",Active,90.0,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",2010-05-14,18:20:00,Space Shuttle Atlantis,STS-132,Retired,450.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2010-05-21,22:01:00,Ariane 5 ECA,Astra 3B  & COMSATBw-2,Active,200.0,Success
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",2010-05-28,03:00:00,"Delta IV Medium+ (4,2)",GPS IIF-1,Retired,164.0,Success
Eurockot,"Site 133/3, Plesetsk Cosmodrome, Russia",2010-06-02,01:59:00,Rokot/Briz KM,SERVIS-2,Retired,41.8,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2010-06-04,18:45:00,Falcon 9 v1.0,Flight 1,Retired,59.5,Success
Kosmotras,"Site 370/13, Yasny Cosmodrome, Russia",2010-06-15,14:42:00,Dnepr,Picard & Others,Retired,29.0,Success
Kosmotras,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",2010-06-21,02:14:00,Dnepr,TanDEM-X,Retired,29.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2010-06-26,21:41:00,Ariane 5 ECA,"Arabsat-5A, COMS-1",Active,200.0,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2010-07-12,03:52:00,PSLV-CA,Cartosat-2B & Rideshares,Active,21.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2010-08-04,20:45:00,Ariane 5 ECA,"Nilesat-201, Rascom-QAF 1R",Active,200.0,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2010-08-14,11:07:00,Atlas V 531,AEHF-1,Active,140.0,Success
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",2010-09-08,03:30:00,Rokot/Briz KM,"Cosmos 2467, 2468 and Goniets-M 12",Retired,41.8,Success
ULA,"SLC-3E, Vandenberg AFB, California, USA",2010-09-21,04:03:00,Atlas V 501,NROL-41,Retired,120.0,Success
Northrop,"SLC-8, Vandenberg AFB, California, USA",2010-09-26,04:41:00,Minotaur IV,SBSS,Active,46.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2010-10-28,23:51:00,Ariane 5 ECA,"Eutelsat W3B, BSAT-3B",Active,200.0,Success
Northrop,"LP-1, Pacific Spaceport Complex, Alaska, USA",2010-11-20,01:25:00,Minotaur IV,STP-S26,Active,46.0,Success
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",2010-11-21,22:58:00,Delta IV Heavy,NROL-32,Active,350.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2010-11-26,18:39:00,Ariane 5 ECA,"Intelsat 17, HYLAS-1",Active,200.0,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2010-12-08,15:43:00,Falcon 9 v1.0,COTS-1,Retired,59.5,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",2010-12-25,10:34:00,GSLV Mk I,GSAT-5P,Retired,47.0,Failure
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2010-12-29,21:27:00,Ariane 5 ECA,"Koreasat 6, Hispasat-1E",Active,200.0,Success
ULA,"SLC-6, Vandenberg AFB, California, USA",2011-01-20,21:10:00,Delta IV Heavy,NROL-49,Active,350.0,Success
MHI,"LA-Y2, Tanegashima Space Center, Japan",2011-01-22,05:37:00,H-IIB,HTV-2,Retired,112.5,Success
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",2011-02-01,14:00:00,Rokot/Briz KM,Cosmos 2470,Retired,41.8,Partial Failure
Northrop,"SLC-8, Vandenberg AFB, California, USA",2011-02-06,12:26:00,Minotaur I,NROL-66,Active,40.0,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",2011-02-24,21:53:00,Space Shuttle Discovery,STS-133,Retired,450.0,Success
Northrop,"SLC-576E, Vandenberg AFB, California, USA",2011-03-04,10:09:00,Minotaur C (Taurus),"Glory, KySat-1, Hermes, and Explorer-1 [PRIME]",Active,45.0,Failure
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2011-03-05,22:46:00,Atlas V 501,OTV-2,Retired,120.0,Success
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",2011-03-11,22:38:00,"Delta IV Medium+ (4,2)",NROL-27,Retired,164.0,Success
ULA,"SLC-3E, Vandenberg AFB, California, USA",2011-04-15,04:24:00,Atlas V 411,NROL-34,Retired,115.0,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2011-04-20,04:42:00,PSLV-G,ResourceSat-2 & X-Sat & YouthSat,Retired,25.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2011-04-22,21:37:00,Ariane 5 ECA,"Yahsat 1A, Intelsat 28 (New Dawn)",Active,200.0,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2011-05-07,18:10:00,Atlas V 401,SBIRS GEO-1,Active,109.0,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",2011-05-16,12:56:00,Space Shuttle Endeavour,STS-134,Retired,450.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2011-05-20,20:38:00,Ariane 5 ECA,"ST-2, GSAT-8",Active,200.0,Success
Northrop,"LP-0B, Wallops Flight Facility, Virginia, USA",2011-06-30,03:09:00,Minotaur I,ORS-1,Active,40.0,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",2011-07-08,15:29:00,Space Shuttle Atlantis,STS-135,Retired,450.0,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",2011-07-15,11:18:00,PSLV-XL,GSAT-12,Active,31.0,Success
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",2011-07-16,06:41:00,"Delta IV Medium+ (4,2)",GPS IIF-2,Retired,164.0,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2011-08-05,16:25:00,Atlas V 551,Juno,Active,153.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2011-08-06,22:52:00,Ariane 5 ECA,"Astra 1N, BSAT-3C (JCSAT-110R)",Active,200.0,Success
Kosmotras,"Site 370/13, Yasny Cosmodrome, Russia",2011-08-17,07:12:00,Dnepr,Sich 2 & Others,Retired,29.0,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",2011-09-11,11:17:00,H-IIA 202,Michibiki 1,Active,90.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2011-09-21,21:38:00,Ariane 5 ECA,"Arabsat-5C, SES-2",Active,200.0,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",2011-09-23,04:36:00,H-IIA 202,IGS-Optical 4,Active,90.0,Success
Northrop,"LP-1, Pacific Spaceport Complex, Alaska, USA",2011-09-27,15:49:00,Minotaur IV,TacSat-4,Active,46.0,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2011-10-12,05:31:00,PSLV-CA,Megha-Tropiques & Rideshares,Active,21.0,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France",2011-10-21,07:30:00,Soyuz ST-B/Fregat-MT,Galileo IOV FM01-FM02,Active,30.0,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2011-11-26,15:02:00,Atlas V 541,Mars Science Laboratory,Active,145.0,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",2011-12-12,01:21:00,H-IIA 202,IGS-Radar 3,Active,90.0,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France",2011-12-17,02:03:00,Soyuz ST-A/Fregat,"Pl??iades 1A, SSOT, Elisa",Active,80.0,Success
ESA,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",2012-02-13,10:00:00,Vega,"Lares, AlmaSat-1 & 7 cubesats",Active,37.0,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2012-02-24,22:15:00,Atlas V 551,MUOS-1,Active,153.0,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2012-04-26,00:17:00,PSLV-XL,RISAT-1,Active,31.0,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2012-04-26,Unknown,PSLV-XL,PSLV- C19 RISAT-1,Active,31.0,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2012-05-04,18:42:00,Atlas V 531,AEHF-2,Active,140.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2012-05-15,22:13:00,Ariane 5 ECA,"JCSAT-13, Vinasat-2",Active,200.0,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",2012-05-17,16:39:00,H-IIA 202,"Shizuku, KOMPSAT 3 & Others",Active,90.0,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2012-05-22,07:44:00,Falcon 9 v1.0,COTS-2+,Retired,59.5,Success
Northrop,"Stargazer, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA",2012-06-13,16:00:00,Pegasus XL,NuSTAR,Active,40.0,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2012-06-20,12:28:00,Atlas V 401,NROL-38,Active,109.0,Success
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",2012-06-29,13:15:00,Delta IV Heavy,NROL-15,Active,350.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2012-07-05,21:36:00,Ariane 5 ECA,"EchoStar XVII, MSG-3",Active,200.0,Success
MHI,"LA-Y2, Tanegashima Space Center, Japan",2012-07-21,02:06:00,H-IIB,HTV-3,Retired,112.5,Success
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",2012-07-28,01:35:00,Rokot/Briz KM,Cosmos 2481 & Goniets-M 13 and 15,Retired,41.8,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2012-08-02,20:54:00,Ariane 5 ECA,"Intelsat 20, HYLAS 2",Active,200.0,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2012-08-30,08:05:00,Atlas V 401,Van Allen Probes (RBSP),Active,109.0,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2012-09-09,04:23:00,PSLV-CA,SPOT-6 & mRESINS & PROITERES,Active,21.0,Success
ULA,"SLC-3E, Vandenberg AFB, California, USA",2012-09-13,21:39:00,Atlas V 401,NROL-36,Active,109.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2012-09-28,21:18:00,Ariane 5 ECA,"Astra 2F, GSAT-10",Active,200.0,Success
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",2012-10-04,12:10:00,"Delta IV Medium+ (4,2)",GPS IIF-3,Retired,164.0,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2012-10-08,00:35:00,Falcon 9 v1.0,CRS-1,Retired,59.5,Partial Failure
Arianespace,"ELS, Guiana Space Centre, French Guiana, France",2012-10-12,15:15:00,Soyuz ST-B/Fregat-MT,Galileo IOV FM03-FM04,Active,30.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2012-11-10,21:05:00,Ariane 5 ECA,"Eutelsat 21B, Star One C3",Active,200.0,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France",2012-12-02,02:02:00,Soyuz ST-A/Fregat,Pl??iades 1B,Active,80.0,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2012-12-11,18:03:00,Atlas V 501,OTV-3,Retired,120.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2012-12-19,21:49:00,Ariane 5 ECA,"Skynet 5D, Mexsat-3",Active,200.0,Success
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",2013-01-15,16:24:00,Rokot/Briz KM,Cosmos 2482 to 2484,Retired,41.8,Partial Failure
MHI,"LA-Y1, Tanegashima Space Center, Japan",2013-01-27,04:40:00,H-IIA 202,IGS-Optical 5V & IGS-Radar 4,Active,90.0,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2013-01-31,01:48:00,Atlas V 401,TDRS-K,Active,109.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2013-02-07,21:36:00,Ariane 5 ECA,"Amazonas-3, Azerspace-1 (Africasat-1A)",Active,200.0,Success
ULA,"SLC-3E, Vandenberg AFB, California, USA",2013-02-11,18:02:00,Atlas V 401,Landsat 8,Active,109.0,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2013-02-25,12:31:00,PSLV-CA,SARAL & Rideshares,Active,21.0,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2013-03-01,15:10:00,Falcon 9 v1.0,CRS-2,Retired,59.5,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2013-03-19,21:21:00,Atlas V 401,SBIRS GEO-2,Active,109.0,Success
Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA",2013-04-21,21:00:00,Antares 110,Antares A-ONE,Retired,80.0,Success
Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",2013-05-07,02:06:00,Vega,"Proba-V, VNREDSat-1A & ESTCube-1",Active,37.0,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2013-05-15,21:38:00,Atlas V 401,GPS IIF-4,Active,109.0,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France",2013-06-25,19:27:00,Soyuz ST-B/Fregat-MT,O3b FM01-FM02/FM04-FM05,Active,30.0,Success
Northrop,"Stargazer, Vandenberg AFB, California, USA",2013-06-28,02:27:00,Pegasus XL,IRIS,Active,40.0,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2013-07-01,18:11:00,PSLV-XL,IRNSS-1A,Active,31.0,Success
VKS RF,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",2013-07-02,02:38:00,Proton-M/DM-3,"Cosmos 2488, 2489 & 2490",Active,65.0,Failure
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2013-07-19,13:00:00,Atlas V 551,MUOS-2,Active,153.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2013-07-25,19:54:00,Ariane 5 ECA,"Alphasat I-XL, INSAT-3D",Active,200.0,Success
MHI,"LA-Y2, Tanegashima Space Center, Japan",2013-08-03,19:48:00,H-IIB,HTV-4,Retired,112.5,Success
Kosmotras,"Site 370/13, Yasny Cosmodrome, Russia",2013-08-22,14:39:00,Dnepr,KompSat-5,Retired,29.0,Success
ULA,"SLC-6, Vandenberg AFB, California, USA",2013-08-28,18:03:00,Delta IV Heavy,NROL-65,Active,350.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2013-08-29,20:30:00,Ariane 5 ECA,"Eutelsat 25B/Es'hail 1, GSAT-7",Active,200.0,Success
Northrop,"LP-0B, Wallops Flight Facility, Virginia, USA",2013-09-07,03:27:00,Minotaur V,LADEE,Active,55.0,Success
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",2013-09-11,23:23:00,Rokot/Briz KM,"Goniets-M 14, 16 and 17",Retired,41.8,Success
Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA",2013-09-13,14:58:00,Antares 110,CRS Orb-D1,Retired,80.0,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2013-09-18,08:10:00,Atlas V 531,AEHF-3,Active,140.0,Success
SpaceX,"SLC-4E, Vandenberg AFB, California, USA",2013-09-29,16:00:00,Falcon 9 v1.1,CASSIOPE,Retired,56.5,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2013-11-05,09:08:00,PSLV-XL,Mars Orbiter Mission,Active,31.0,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2013-11-18,18:28:00,Atlas V 401,MAVEN,Active,109.0,Success
Northrop,"LP-0B, Wallops Flight Facility, Virginia, USA",2013-11-20,01:15:00,Minotaur I,ORS-3,Active,40.0,Success
Kosmotras,"Site 370/13, Yasny Cosmodrome, Russia",2013-11-21,07:10:00,Dnepr,DubaiSat 2 & Others,Retired,29.0,Success
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",2013-11-22,12:02:00,Rokot/Briz KM,SWARM,Retired,41.8,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2013-12-03,22:41:00,Falcon 9 v1.1,SES-8,Retired,56.5,Success
ULA,"SLC-3E, Vandenberg AFB, California, USA",2013-12-06,07:14:00,Atlas V 501,NROL-39,Retired,120.0,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France",2013-12-19,09:12:00,Soyuz ST-B/Fregat-MT,Gaia,Active,30.0,Success
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",2013-12-25,00:31:00,Rokot/Briz KM,Cosmos 2488 to 2491,Retired,41.8,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",2014-01-05,10:48:00,GSLV Mk II,GSAT-14,Active,47.0,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2014-01-06,22:06:00,Falcon 9 v1.1,Thaicom 6,Retired,56.5,Success
Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA",2014-01-09,18:07:00,Antares 120,CRS Orb-1,Retired,80.0,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2014-01-24,02:33:00,Atlas V 401,TDRS-L,Active,109.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2014-02-06,21:30:00,Ariane 5 ECA,"ABS-2, Athena-Fidus",Active,200.0,Success
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",2014-02-21,01:59:00,"Delta IV Medium+ (4,2)",GPS IIF-5,Retired,164.0,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",2014-02-27,18:37:00,H-IIA 202,GPM-Core & Others,Active,90.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2014-03-22,22:04:00,Ariane 5 ECA,"Astra 5B, Amazonas 4A",Active,200.0,Success
ULA,"SLC-3E, Vandenberg AFB, California, USA",2014-04-03,14:46:00,Atlas V 401,DMSP-5D3 F19,Active,109.0,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France",2014-04-03,21:02:00,Soyuz ST-A/Fregat-M,Sentinel 1A,Active,30.0,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2014-04-04,11:44:00,PSLV-XL,IRNSS-1B,Active,31.0,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2014-04-10,17:45:00,Atlas V 541,NROL-67,Active,145.0,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2014-04-18,19:25:00,Falcon 9 v1.1,CRS-3,Retired,56.5,Success
Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",2014-04-30,01:35:00,Vega,KazEOSat-1,Active,37.0,Success
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",2014-05-17,00:03:00,"Delta IV Medium+ (4,2)",GPS IIF-6,Retired,164.0,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2014-05-22,13:09:00,Atlas V 401,NROL-33,Active,109.0,Success
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",2014-05-23,05:27:00,Rokot/Briz KM,Cosmos 2496 to 2499,Retired,41.8,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",2014-05-24,03:05:00,H-IIA 202,"Daichi 2, SPROUT & Others",Active,90.0,Success
Kosmotras,"Site 370/13, Yasny Cosmodrome, Russia",2014-06-19,19:11:00,Dnepr,Deimos 2,Retired,29.0,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2014-06-30,04:22:00,PSLV-CA,SPOT-7 & Rideshares,Active,21.0,Success
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",2014-07-03,12:43:00,Rokot/Briz KM,Goniets-M 18 to 20,Retired,41.8,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France",2014-07-10,18:55:00,Soyuz ST-B/Fregat-MT,O3b FM03/FM06-FM08,Active,30.0,Success
Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA",2014-07-13,16:52:00,Antares 120,CRS Orb-2,Retired,80.0,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2014-07-14,15:15:00,Falcon 9 v1.1,OG2 Mission 1,Retired,56.5,Success
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",2014-07-28,23:28:00,"Delta IV Medium+ (4,2)",AFSPC-4,Retired,164.0,Success
